Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,Machine failure
L,299.42825549004175,307.9088435991674,1229.9807435530763,49.972680896576925,127.20611765514342,None,0
M,300.3230269984768,309.4906255217167,1729.656912623989,18.993499805402113,46.998922962827955,None,0
L,299.13575791374114,309.7918014809441,1443.6487335589316,32.952544990583114,216.64539567903657,None,0
M,304.88184793091307,313.6516558142166,1812.56465312875,34.78204077472377,100.37114232796252,None,0
H,298.32275265280094,309.56847773040397,1407.1937567489413,34.70114500965548,3.8565873750327775,None,0
L,302.3588489362809,313.3332482915822,1438.0218546479323,45.18677837542881,157.04031304751268,None,0
L,301.71291962629755,311.4446896909578,1473.3214741592303,45.871649728645046,111.28478472724285,None,0
M,299.97227573099144,312.9710098364939,1192.5899690554213,39.25948517922569,214.93482427366425,HDF,1
L,298.2695818922955,309.51268547014377,1147.505465848268,39.50703621856577,108.28604444545442,None,0
L,298.46348935921645,307.5142098525107,1602.0308386081424,64.40511662070256,102.78512003118823,None,0
L,298.964065401567,309.710239455267,1697.6924694706715,43.24593444201219,113.52330380328301,None,0
L,296.4285174361075,306.49438050242725,1621.5155005682207,17.747927310423606,214.96350455629687,PWF,1
M,297.99306914840145,307.21635705754204,1249.2048771642953,47.701123988840635,146.70564038163502,None,0
L,297.03504696927274,305.9651378261065,1596.0377490144083,45.59465220072909,167.34060505890093,None,0
L,302.69175000635545,313.68664334124384,1301.959205259259,51.59344911644286,180.1027215389484,None,0
M,301.2369247847764,310.63897932015226,1581.530541644733,45.98398228196772,234.37888061016434,TWF,1
L,301.57194819773093,311.47007184269387,1726.2598290404876,30.952453826951533,209.38014815934196,TWF,1
L,301.1776639030839,310.25663797485737,1573.4933706670038,48.900045534343874,231.82106541079847,TWF,1
M,300.3339352466683,309.58577730936975,1793.7067804483863,40.99305955746818,85.82623504606745,None,0
L,302.92136066425826,312.7944314641868,1470.002505729451,50.46164314479543,53.7100105333041,None,0
M,298.7784746885365,309.16665698126064,1456.6701357391269,55.47899046837129,50.84737798270575,None,0
M,300.2133393107341,307.62498014718267,1513.4702595561562,38.78133737329129,214.450273037664,TWF,1
L,301.49411765564827,311.51103745481504,1231.4717832402516,48.7579696624043,207.64780772024773,TWF,1
L,297.35758153628774,306.6114605237027,1419.4097848765764,50.33653479491662,162.60290284917605,None,0
L,306.1931777922851,317.5955404457353,1436.973366051987,41.58749867796307,15.735595998388613,None,0
L,300.0571315255552,312.9998841715606,1443.2000113426238,59.58090230244703,79.51203934569429,None,0
M,300.28397890115116,309.92469986619744,1553.6582334326824,50.4554335838535,183.55032194212274,None,0
M,302.51375606334983,310.79152750263665,1203.9341760353418,34.146119885764406,62.142193433885524,None,0
L,301.82991066602045,311.946787635939,1270.8772032278998,42.60079351815058,156.01473019310612,None,0
M,300.07615603879293,309.87072670929973,1726.4139193276942,48.60168903002055,135.68530546863488,None,0
H,300.2602588761961,312.23160952519737,1098.5503551872382,59.20089420426459,65.66809351506586,TWF,1
H,296.991702938104,308.6582922814796,1623.2742137745688,46.208565896328864,233.58450770856473,TWF,1
L,298.88706844430004,309.7524434148966,1425.2880638404633,42.89460120141266,64.18476231495052,None,0
L,301.0344204323179,310.44772635110525,1532.0244963326904,52.63814336471972,223.6977887860789,HDF,1
L,300.8877856780858,311.5655522442666,1811.6197570667878,37.805457411885556,135.23297978956964,None,0
H,302.44233150000815,312.70733785907646,1473.7634428269355,30.100178949614744,22.957003255403645,None,0
L,299.7589978835534,310.00032108685275,1625.0776011011537,47.03756358228153,208.40618883452888,HDF,1
L,297.22542697313827,305.6671971245704,1511.7133935363831,36.21831741742022,197.85801105446293,None,0
L,302.11346086155135,313.175256200005,1478.124766049339,67.15768937120417,207.7436325237503,TWF,1
L,302.87217869236406,312.9799870206753,1453.3649404319274,42.52969934061759,159.5371364098042,None,0
L,301.7964891457125,311.6956477981679,1640.2116697012455,47.098689877978295,177.90390658120538,None,0
H,299.67273265828504,309.0725761632762,1353.6796267757318,33.71674903787794,226.7644950411237,TWF,1
L,302.0887721037532,311.2951556040998,1273.5953622897473,52.64600422831725,31.92458678030585,None,0
L,306.85782095601644,317.1750795372954,1514.8949946862176,39.73050943569142,20.759461088774326,None,0
L,300.23030462888096,308.4811418270229,1538.556800717699,38.75463612169562,31.268909746416163,None,0
L,297.37652661550976,308.1660253751598,1135.168366920208,38.99477888836219,217.51791067131418,HDF,1
L,298.8274299008957,307.7733244639,1497.9025142778673,27.085957000386713,140.73354895624016,None,0
L,301.2509520006081,309.1922713144028,1254.624615757098,37.494733794848514,44.016320317331214,None,0
L,296.7903913782039,308.6122866941299,1625.368621489564,45.46165800291338,35.4280170849712,None,0
L,300.33880614982417,309.4807191004786,1139.2630288206733,24.546137605625823,111.35588884116079,None,0
L,300.76067330063177,310.0385141391101,1885.0151659726178,50.21669023997086,203.93351397764934,PWF,1
L,303.0702434796253,314.20478181063334,1432.3603166728344,37.316615458718765,201.2941798903999,OSF,1
H,302.6203897121086,314.47482061262525,1327.0076103025376,42.44726734151261,212.81326723600066,TWF,1
H,301.72916958350356,310.19616800490013,1443.4055079263615,17.659856034599176,192.23618335275987,None,0
L,295.67464197897095,304.7184739187203,1611.2541717267784,42.24987060657383,15.404952416169543,None,0
L,301.84210625609586,310.9594274339353,1678.0940178469873,29.5685311774244,180.04172605861916,None,0
H,301.41102677212047,312.3458284348161,1445.1377379950327,36.48541635029082,129.74032259876518,None,0
L,300.5118887541567,312.15102088208624,1212.261917037562,24.325344574829224,181.603053311558,None,0
M,296.539555747709,305.4593031861309,1257.540573275564,31.181184368379075,121.07068490851441,None,0
H,298.4464521816259,309.8611975195941,1557.2775397481491,38.36441685225535,120.88476277430324,None,0
L,297.66635446093187,306.9573203494032,1697.4654259020904,37.28247576612173,31.533665247617108,None,0
L,295.96998312098583,306.3061060239314,1723.4950503168236,48.84530350487656,226.30631040999256,None,0
H,299.99416969717043,308.7227159977426,1533.6185150821564,21.319288756751202,93.65543910480493,None,0
L,298.40435575711444,308.28242534353245,1693.4599132362846,39.486307044991,145.59352308758565,None,0
L,305.2506111605378,315.1394984464651,1882.4698435184002,39.009173765663476,51.78906660947272,None,0
L,299.6624561211242,309.34729781480894,1738.0695425472584,35.42192936281821,92.22222466496332,OSF,1
L,302.58750631173194,312.9724772930516,1684.4075802808743,30.867941129688827,217.64435579611998,TWF,1
M,296.86180195061354,305.854771085761,1338.6885633815432,51.02177082179796,52.399841304231224,None,0
M,298.9398208279903,308.0560975298034,1692.5239240856006,60.47713565966319,51.52640333557321,None,0
H,300.19379575206864,310.631667897018,1592.2464955777493,22.85938809037718,65.12477756687254,None,0
L,298.1836921027847,309.5257274337604,1630.1291256734278,30.758150112836898,143.66527198557262,None,0
L,299.1555986303905,309.1327849363426,1752.2212557889022,29.956394623352853,130.1720552566337,None,0
L,299.5640981875129,310.06776896097506,1571.7115696736382,37.18478298635892,43.83050047197751,None,0
L,299.5321840291102,310.2902640394076,1479.4907338677074,52.55845673224198,172.99225522525705,None,0
L,303.7102371460707,314.5407423347042,1286.026838467816,45.27670472274759,226.88500727432609,TWF,1
H,300.756452570863,309.8029278450264,1440.696736470935,38.46147427062172,49.70721933307226,None,0
M,300.9590211258826,310.1820108956777,1542.5704534325369,40.16362561623624,168.2384563656534,None,0
L,301.07930954869016,310.3892349547466,1555.5238680365057,36.80987346016052,146.59614772960845,None,0
M,301.2252527546742,313.1538865555682,1548.7752597340648,47.3864682996326,82.2347401349888,None,0
L,299.8342260322503,310.3424189714222,1691.9019719522087,48.603351285740004,154.45765466541772,None,0
L,299.35850725704233,309.82182297742736,1673.0729400434243,45.91297915313878,52.47722205199196,None,0
M,300.33363211903657,310.6998678722203,1487.5823517086806,18.034587113712398,208.488708360488,TWF,1
L,302.31360789782696,310.99281449420744,1330.5475785088104,40.13140757256196,5.553021629694816,None,0
H,302.2524763768728,314.1906668476498,1576.6715873555142,38.134642996423466,141.76574419351596,TWF,1
M,299.5192030486232,309.99839057941017,1949.267509523091,49.91303612574403,79.69504546985495,None,0
L,301.5356873893362,312.25884750199117,1564.2485550558088,42.391065462895206,220.34017998101206,OSF,1
M,299.61083067392065,307.84530938500484,1440.815209525356,45.56738542932394,124.84156701020751,None,0
L,300.0677410988705,310.847384951232,1607.1672304934323,35.04702953829562,200.62200981772162,TWF,1
L,299.0529532368916,308.696740786764,1619.1472517522548,49.39398378938094,230.95508621278836,HDF,1
L,299.63670972218756,308.3139267474613,1616.930120081155,52.338147298388066,83.58738786592002,None,0
L,302.68266013909937,311.72889647322756,1774.5760390091402,23.73008622499818,220.0854641428545,TWF,1
M,300.18484229467845,308.9199480862251,1577.2185913906942,27.038109799119468,181.56973201864187,None,0
L,300.2705650171046,308.98878082199,1765.0824470820696,47.62453697119191,27.043599276990793,None,0
M,297.1055644414841,307.1661122618483,1546.0468227475021,38.27607705271757,25.979987192823323,None,0
L,299.38151218473456,308.99474939600293,1802.4996535017747,50.287136866310306,204.33634770347743,TWF,1
L,299.51737019251055,309.85143955467197,1741.347039147921,42.41820794187648,117.0790224012398,None,0
M,298.3417130291132,310.01768890018116,1684.3598823105801,46.9286771385603,123.7875677425207,None,0
L,300.04333082340713,309.9138271097798,1657.83714715258,32.52762620264399,222.8116346786686,TWF,1
L,299.1416354195447,306.8967461255863,1960.3035354140836,43.39793842026877,225.9508342121664,PWF,1
L,300.1599917104872,309.9180334989394,1715.3235177332865,43.42631896541455,28.176496171659597,None,0
L,300.24300601963785,311.4364004560357,1330.1365990750976,33.111060003407424,93.41208073613969,None,0
L,298.0884912843547,308.00255181185787,1549.1801102936643,50.01693476775203,223.80669231728712,TWF,1
M,299.2025964350336,310.73192708872534,1447.0566463545476,21.04678360183186,204.963587085991,PWF,1
L,300.1547485655217,310.6076901586595,1912.89526335959,42.077070365952586,180.25220525896916,None,0
L,302.36859886231343,310.53032912791605,1750.2875119190915,27.059226604968096,25.491800943209686,None,0
H,300.51343834559145,310.6230205960298,1906.3902049242172,29.77698358244938,155.29864155146666,HDF,1
L,298.67612964016513,308.97313093442983,1348.0010943530435,49.8598688829624,145.4628504154951,None,0
M,300.79800951848773,311.8783653197614,1720.3349357099926,29.000751634492406,41.79176526714073,None,0
L,303.41509777864354,315.2347343502551,1227.0942033927936,28.57860995372883,193.46469743348405,None,0
L,301.83341294517805,312.7411384648868,1181.5735331724034,45.80322206710697,77.99424623218681,None,0
M,301.09505306087124,311.5355328582585,1420.6087735051813,28.8921591597821,155.15643074451265,None,0
L,301.45118035096465,312.127368622543,1802.475027499141,50.18209526890532,90.45887145159837,None,0
M,302.87990808285724,312.7119012764077,1301.4769918092177,46.44605182028646,21.09880327623015,None,0
L,302.15125358803533,310.6883757512279,1496.6376306353513,32.223561376327005,131.1987231159804,None,0
L,301.1335207622353,311.1750168484582,1737.7685736411772,49.80375682193057,76.66078388891376,None,0
L,302.1372844391802,312.5025747666391,1669.2826322318606,20.6143084897823,17.828250836897432,None,0
L,297.83669780747186,306.6330401815599,1943.2373157425718,44.724913814655785,49.62722902314848,None,0
M,296.9954694953194,308.32209113481935,1500.6743984419722,27.537684757543097,154.713942297728,None,0
L,300.31419730128766,311.3196083167701,1411.6740910738665,34.76700587134492,25.345499846015418,None,0
H,300.1373614193011,308.7656000040132,1281.1037837842046,35.412900666989735,21.866585263029954,None,0
H,298.9121798929735,310.27801218176336,1426.40001197652,52.81397318018119,236.00539225771274,OSF,1
L,301.6517053396554,311.34339097044557,1279.2802081628192,34.98720741482105,26.880844780353712,None,0
L,296.27427282709755,305.4957812619792,1140.710944018077,39.213806022645095,94.01493207738935,None,0
M,298.9304554878844,310.0097331806309,1892.6785162684175,35.61826526587198,33.35272262087183,None,0
H,299.0300889102448,308.97903449748475,1509.7813598550786,30.173598531941597,234.81727306056248,TWF,1
L,296.7273964298011,308.62658175063797,2018.2933742458254,29.696987546605634,120.2903498758608,None,0
L,302.9894620145386,312.13657397065185,1332.1423126655031,43.087283275309055,27.77981052844253,None,0
L,297.28159746267335,305.5499399387007,1414.238278259198,39.73611046275969,192.2041106064102,None,0
M,298.82331988538465,308.5428816042185,1344.926197648579,47.62516580539526,195.1966469267348,None,0
L,301.81595951561025,312.60518201467073,1371.8487870014471,37.57936557305283,225.29986583543123,OSF,1
M,301.2920906868575,310.3649477013219,1674.7207488418887,37.903411234024965,176.41384672716833,None,0
L,297.7836506070305,306.45355022423064,1613.2647932528748,47.657529400777825,13.679068460264565,None,0
L,301.3649784185213,311.59390582122404,1675.0818850835524,36.27892408994904,137.57788677574536,None,0
L,300.57956895731644,309.11588174714893,1768.4543184303882,25.604096015789462,96.00996468342774,None,0
L,304.6660711242229,314.9727638238363,1721.4710088334966,48.47546988890187,187.1452625733415,None,0
L,300.8078808321366,310.4672577809084,1298.3020511116026,33.22858978802474,147.73225212645409,None,0
L,299.71751635786296,310.21198284621534,1395.2362872661947,40.668865600267836,181.30013019805614,OSF,1
L,298.28699608576113,306.90316728183655,1524.2965620143275,33.734862440020905,45.11097946827245,None,0
L,298.51151326608885,309.8096764175328,2245.5666689526374,30.27498281651105,109.26774848361332,None,0
L,298.3484618090637,308.16542732407,1654.480028426275,21.01278273658505,108.02608174562897,None,0
H,302.7421976278238,313.5057202957287,1521.337761681358,43.39165655131514,245.24365289559248,PWF,1
L,300.03593983003293,310.9958152913178,1634.6549443491504,6.060854868333614,4.77754070081815,None,0
L,301.13049424794946,309.9730492955835,1379.377189117829,52.983447761622685,204.01073552023868,TWF,1
L,303.02849519996175,313.9107527095698,1552.485102200461,50.320160935408765,24.27791074683336,None,0
H,295.2830717155851,303.85800494044076,1690.9324369620144,30.904977979795028,20.09451393352471,None,0
L,302.55774752940073,311.18760978664085,1494.2008630917317,55.88252910067787,82.04412328767324,None,0
M,300.11079382356667,312.0747930595551,1348.6893491905626,60.607991929342134,175.19172347678327,None,0
M,300.8700967432809,311.9819501120775,1484.4251894640615,37.26683528793822,169.61158093926272,None,0
M,298.3431935565035,310.4168577319372,1436.0846782807632,44.10970440519068,156.97016103116133,None,0
L,298.48975120310297,308.1195371724951,1228.5745160658205,41.36269634529885,193.63777568106693,OSF,1
M,300.97769177962596,311.08012044370395,1385.6895679614784,55.136159813466094,58.09451329993357,None,0
L,304.76919560066295,315.2965503474153,1221.4374427339112,26.073676554473714,158.4611112118209,None,0
L,302.0066266256298,311.9944310590359,1252.641021900795,37.72630427299643,159.50938644266026,None,0
M,302.5310458428371,311.7849098221412,1271.811102426706,49.193978580606846,163.5838781987785,None,0
L,299.61599745947717,308.71991276159713,1690.6902596451723,48.13533875195401,148.61340876384187,None,0
M,298.7995915508287,309.01345378365767,1797.8330126719002,39.57191821778508,55.38072320939838,None,0
L,298.438390096842,307.3715302551797,1192.7840645923545,53.92311072969409,228.5747245238597,OSF,1
M,299.02345255060663,307.92858905823977,1816.0367332548979,42.33478328310802,244.0011571330943,HDF,1
L,295.89443513365893,306.28800714481355,1274.6811654078908,41.13700183382527,172.29667810498486,None,0
L,298.5501613142168,308.45500196273116,1649.3760187944715,46.97043023855678,111.01992932680515,None,0
L,298.8792936878803,309.816499958462,1551.711714153261,39.391046780741384,134.29769370179423,None,0
H,299.64928365121034,309.2243722411275,1627.1703089425707,40.502615665158885,27.09287951985162,None,0
L,300.2635002194946,309.68224426951906,1266.8513894378075,32.12708004201076,90.84897452815267,None,0
L,300.72490173725123,311.1484551332867,1137.5285434655789,69.3340299321105,244.03358849125306,PWF,1
L,299.97014925511405,309.15812438056025,1339.4183179734857,35.26587123835412,136.93056565178836,None,0
M,298.8371138273145,308.1789861017578,1585.3737299921315,47.29244450468336,140.15688589754177,None,0
L,296.073282713469,305.45482832308954,1891.3808350971722,59.087238494258024,238.49496725506197,HDF,1
L,298.8493827831964,308.63968067690087,1294.0552804627841,26.571801361544523,221.58854508604398,OSF,1
L,298.05509872462596,309.82753526792186,1480.232502670338,46.1117456224274,142.17909445100696,None,0
L,300.9321334965572,309.55534467160004,1350.1841602980762,40.23162701469607,67.24771224553844,None,0
L,301.81857479338737,313.11408237550484,1496.5547634447312,57.94731608881572,29.232853808062952,None,0
L,301.8771421341199,312.6149288904098,1113.8429277940677,30.907888860735305,215.91285642368854,OSF,1
M,301.51390547225566,313.0808843196256,1799.6086670779803,32.47745258939096,230.02287912939582,RNF,1
L,299.73294852909504,312.8696345774173,1504.8072156572612,39.50091832459883,123.57123033667641,TWF,1
L,298.9560888690482,310.38754188983603,1683.433132797217,35.06485610090413,23.637141551594688,None,0
L,298.50579449266587,309.43146144057374,1453.5595953261784,35.407223800921514,151.55618263333702,None,0
H,296.9850021667965,305.67250581517146,1538.1256152253886,60.28429322825821,91.86534973546861,None,0
H,301.9837074010157,310.79748513950466,1725.7744985293493,41.27042701822847,39.46516516184681,None,0
M,299.65057792414007,310.01076810850526,1526.3433646188448,32.153145665022045,229.78584740973162,HDF,1
L,297.50731941275825,305.8092432648387,1533.541264823091,36.099832493027094,59.86226301192685,None,0
L,298.3470172485795,308.9624564998707,1341.2117914749003,44.048915593501825,177.79037896154065,None,0
L,298.2660530871349,306.1311311963739,1393.11528766418,43.373675847311276,107.34446482567029,None,0
L,300.0860489700303,311.2382823555949,1297.4368724318128,34.227362495839515,206.980216822067,OSF,1
L,302.1349357021414,311.81323539020775,1352.396482304067,23.719683086396802,175.20872587735988,None,0
M,299.30402090080884,309.430617846279,1750.2458220928334,39.494597405497935,30.790007404639358,None,0
M,295.4949329704327,304.74656067401224,1861.7218620014276,39.2240507462703,112.40293366418055,None,0
M,299.6216393296822,307.7231129194596,1250.5450230741217,33.538697789004104,64.94713881896033,None,0
L,299.6876121998056,310.92230747899987,1579.034357007355,52.79779766065821,178.39611787785248,None,0
M,299.550159538129,310.8858609330837,1436.461721959911,45.74577900850212,136.17220668183415,None,0
L,298.7450776670486,308.3935899018449,1779.3937133431525,41.34818364901707,85.04530444196301,None,0
L,300.4348781614517,311.0968077261857,1526.972043635584,36.392887074699274,82.36503674869952,None,0
M,300.132282230298,309.74139081008764,1498.5048590518263,57.3302862347871,28.621748213673833,None,0
L,299.9503393717467,310.2388292160129,1351.046137568053,28.455271591458203,53.45545834198157,None,0
L,300.82528272288596,311.5844219218061,1193.643992181517,35.034039360616,178.36656189902124,None,0
L,299.1403343537043,309.69541927827817,1652.1876965498975,35.47631915361534,152.47612012063203,None,0
M,299.0268286605987,310.36779827400807,1570.5957149502888,42.98960613386959,88.89898649445769,None,0
M,302.7602465791708,313.2791272548762,1575.488828104086,46.60884830374469,209.0289014058989,HDF,1
L,301.1187108194309,311.14679543646946,1380.1345794682804,26.634253810300805,121.10321274104685,None,0
M,301.6538921218856,310.89247315400814,1470.8463108979925,33.15389975345707,198.60853858883092,None,0
L,302.45220917066814,311.97370379034425,1658.2141972227166,44.47644393076715,195.29503774889398,None,0
L,301.0518883612496,311.86193975797465,1696.4225259462225,33.34853393703848,211.9997376623902,PWF,1
M,301.8567773582723,310.3549508393582,1264.305676816294,35.98223913337009,212.44292680382708,TWF,1
M,296.84130967585946,307.94711697927227,1373.3303858997206,41.72644702169941,169.76564965677773,None,0
H,300.40830774399205,310.1271640179775,1222.0233155855715,30.20074519310063,187.35587334890005,None,0
L,299.63456307637136,308.8159571719635,1540.252882518673,42.776113227127006,194.22679901191205,None,0
M,303.35536818179963,312.2566440050182,1676.8676624206457,46.12559836735828,42.28985005558794,None,0
M,301.8552910636066,312.529658849255,1444.2568965901162,40.3838677871583,75.06120708388192,None,0
H,298.73910961841364,308.7244682646103,1367.4286738000571,54.2538381510038,26.05993456638722,None,0
L,300.74558831705843,312.33435354028825,1432.9396292389417,47.25422512063069,47.34284060170821,None,0
M,300.3353626668985,309.07228701637257,1961.2626629952974,39.59078267804971,194.5718130752967,None,0
L,300.90866286630444,310.33049924324257,1738.3856199847096,36.78575217668531,236.77760846882884,TWF,1
L,297.9623150612507,307.8700939031233,1646.1994345459323,57.54719239605698,168.40886668271608,None,0
L,300.72003293047646,309.9681761865065,1564.0135791165344,33.385428962423745,221.51192676016265,PWF,1
L,299.54369730142355,309.54981596556536,1497.4517070761904,37.2782744428409,79.49417048525129,None,0
L,300.5648995281112,310.8844002945267,1318.6735671809242,35.9018330462387,211.44889507662555,HDF,1
M,298.5512296697557,309.03571390888544,1287.6619151383936,43.97803389765843,84.69648395642984,None,0
L,298.8298736572068,310.3360407880913,1386.4178646973578,62.55156294513093,223.54168122799055,PWF,1
M,302.3476840407334,311.0442116119518,1309.2440240395933,42.46672709908853,199.51145954431456,TWF,1
L,297.8969048833197,308.23466520325496,1378.4374075960309,36.77925940675407,245.8992963633319,RNF,1
L,298.04449119791593,307.39754837832777,1479.6208747760845,41.88671572673447,206.8181778440811,TWF,1
L,299.8968374855688,310.3268508655924,1494.9396822874085,26.871413915479554,99.55241465051238,None,0
L,298.4562192496281,308.8875514359811,1375.923744923105,38.12215592380928,27.519945033941756,None,0
L,298.2299427354744,307.2430233522421,1599.041910928041,57.040842891250485,218.5682749730738,HDF,1
L,300.2101519424166,309.3089995997825,1462.1987255703234,46.61989997963945,142.79774338334673,None,0
L,296.9898682861926,307.50151134966217,1542.939726235636,52.30967320737657,214.53538733622105,TWF,1
L,297.98407553017273,308.00748004091685,1351.0819230132852,50.133464050919926,96.78222864391783,None,0
L,304.1081911658473,313.8885693251157,1638.5745109020015,32.9120037412968,7.237308367158358,None,0
L,300.91895011793804,311.576936947713,1393.0307799496832,59.11988238197481,13.104146823684465,None,0
L,298.5068732954602,309.2385917713223,1821.7108473477313,22.239514548732917,167.62461984977622,None,0
H,300.8364301565324,310.3068000438307,1455.0017291817664,43.32497388561692,28.615642792793604,None,0
M,301.13466095397325,310.28260781633077,1481.063187701095,19.40349939231725,186.36549891451753,None,0
M,301.9888288401805,310.7269098633428,1618.7176972684456,22.866923874500593,104.86065197642061,None,0
L,299.74568794108654,309.77914206128804,1662.3700386909973,49.35565150841206,140.77697940863052,None,0
M,301.9529954055458,310.5298351283972,1683.9187360382662,33.086672274639184,200.3033440298575,TWF,1
M,295.92310695023565,306.0225354084647,1855.117606602794,52.448855777355156,63.26786107578034,None,0
M,297.8873837390485,309.10422053047296,1632.3771046808067,18.2563255455289,103.22563704662743,None,0
L,300.3277428034729,309.9742830331866,1486.602702231057,39.1149179947966,182.38932905956284,None,0
M,300.6592670656156,310.12306278507543,1394.0708169196366,27.840575416421466,229.60693930746692,TWF,1
M,298.1764354246627,310.17428019828986,1473.2343433600643,36.71478682499787,72.5749403737353,PWF,1
L,300.51883998252634,312.02854180171397,1796.8032980857768,55.48348615317542,155.68073609910994,None,0
M,298.7523195026255,307.9877216320701,1222.6067393955263,57.918022135289085,237.80348971485643,TWF,1
L,299.4460818115457,309.5850949926047,1336.1983767081813,45.12928915249753,162.21304726023908,None,0
L,302.04954760133,312.3782258436781,1456.2026512932875,24.053803865521342,223.19727586859491,TWF,1
L,301.8178749937772,312.02153541650335,1333.536906090652,27.93315114225741,234.93246286921217,TWF,1
M,298.00587934527346,309.82055279298623,1418.2456030315702,41.600549621332775,232.3356556071895,PWF,1
L,297.8854970759598,307.9727269683792,1861.2469076693021,31.940910954702034,189.61927107775077,None,0
L,299.1776532088934,309.4148880845244,1440.381392074008,46.57972538262151,138.02387157570962,None,0
L,299.94650739765416,310.63516969280056,1582.3297130325889,56.75925126683353,24.188209473292922,None,0
L,298.6842030228505,309.87412273889817,1168.360630000853,30.173301059760295,55.676535141224974,None,0
L,302.08128488559936,313.01818407990345,1279.5125461363073,31.049384402414294,63.94178162528938,None,0
M,300.6947796834171,311.2328644697287,1686.5367219244001,28.195648203447227,8.314893209241253,None,0
M,300.81217021974885,309.2534704143549,1833.605687708978,37.457410742157485,25.48084447701174,None,0
L,297.4669223421101,306.97878461805163,1544.2821194577048,40.522274798648866,73.68917456957382,None,0
L,302.3345814347676,313.15400264197285,1438.796748122067,40.21581482981892,22.68523556404947,None,0
L,294.3596623555186,304.6100610527979,1599.232326177762,48.97685287297241,42.38375193341143,None,0
M,301.66811090369873,312.4942395375217,980.5130967562499,43.92971613096819,13.604399343966122,None,0
L,301.86862347534156,313.7557895370128,1545.8242687036086,39.412858483078864,104.13316239977233,None,0
L,299.13519762544405,307.9582344203847,1290.7778799784996,40.40915408484599,205.3318229182672,HDF,1
L,302.54582043449483,313.6837306092994,1658.8185964448085,40.855121164771134,203.06096105080454,HDF,1
M,299.8738048940913,309.54344143159767,1061.5402183638112,39.42195977208955,226.22260739952398,PWF,1
M,300.12486340665487,311.0602132259296,1374.324804818144,33.22885334667668,186.39987564676198,TWF,1
M,300.67905757480844,310.6378368314403,1491.804832378401,27.969293611357738,61.110489177242485,None,0
M,306.3731498236221,318.5001543625151,1347.6417634088093,41.42277148559622,175.59747411395557,None,0
L,302.688867816166,312.81895475242777,1424.9031199623716,35.00699777897423,188.45547392838313,None,0
L,301.40226240142584,310.7617481770699,1680.8868701353015,45.25103919440214,135.77688536027617,None,0
L,298.1743910267976,308.5942656495894,1495.1007970965484,40.719826803978556,201.75264907206332,RNF,1
L,300.287179650959,310.61112243167725,1313.883839007085,40.14914449555409,17.816460644164923,None,0
L,298.3737518123072,309.51184890641764,1688.0800132015584,49.844737070657565,148.69514672630396,None,0
L,301.6442216945656,312.0922744931705,1550.1961738142325,25.9538832884465,119.97334501712251,PWF,1
L,300.2809339514697,312.755998590639,1558.4974959169992,57.69249147721168,201.3029537497555,HDF,1
H,297.7509566407722,307.6395525053699,1321.4977949543793,18.150204688114762,31.99014890896762,None,0
M,300.162249166837,310.06262921705655,990.4786654675895,54.507956952925895,53.15599416037264,None,0
M,298.30116506056737,307.6972790105143,1318.7737533287257,42.00836997376283,139.67299111384744,None,0
M,300.30243244267507,310.38810078102927,1298.4262843929034,34.759564276838084,236.801330488532,PWF,1
L,298.2818453672695,308.5129044883525,1377.3406085638555,25.28363631241545,20.799975537982935,None,0
M,300.0549752667216,310.3361857966775,1331.628866801539,34.00510370968574,185.84425600096404,None,0
L,301.5009397238702,311.5681273993642,1522.5397018093931,38.36322942149441,51.3498005024989,None,0
M,299.89389601614977,309.28407479942246,1676.1754942091407,41.94918053555164,26.362217021220992,None,0
L,299.2182234656552,308.33655833757285,1715.2322854705758,54.455973886144044,98.69152846088546,None,0
H,300.4065524421149,310.0313787172793,1667.4423716727256,40.73414199214996,145.76320821081757,None,0
L,301.3943652415857,312.5359029018208,1320.475004837659,43.19654024844756,206.754485293027,TWF,1
L,297.78563346023645,309.1424331457279,1511.7801586639678,43.5011379231535,158.6729626850023,None,0
H,300.5213123094104,310.44434777297,1813.0331696340104,36.72462332657482,122.91678573154033,None,0
L,302.6350816380348,311.6934986715674,1183.053133405418,38.077930741243556,71.41684159032599,None,0
M,301.1473139265534,311.0661403162366,1769.6460088850263,38.93047549591445,73.13826083290107,None,0
M,300.11550829333447,312.2071737286046,1300.779332722064,46.26454609201087,192.64420781626356,None,0
M,301.2794750133978,312.27844284871446,1558.7530575168166,30.870712496323165,28.51491875788348,None,0
H,300.9049929122054,311.45573560373793,1582.5570233938058,34.934228877414846,36.61844184291177,None,0
H,301.5072022183196,312.4698871353722,1537.982607313894,43.56339227044786,179.93409474900776,None,0
L,295.9521367780341,307.49270338937544,1945.6945788405158,29.235164940937626,240.2605073206512,TWF,1
M,296.89308773267345,305.74022153112634,1439.8336199057414,41.13650187313857,30.058550833266807,None,0
M,302.0096582989665,311.6176184302694,1172.1024250152716,34.543224364308955,152.3565207152758,None,0
M,296.9894416476771,306.46072001484026,1571.289413505369,45.05286229932022,59.79709681701762,None,0
L,300.8030772714384,311.3901916685094,1465.992003055108,53.73822982790129,6.439453718129262,None,0
M,299.29590068793544,309.45601157857504,1610.9602416438345,34.55372807930511,208.0669140161806,RNF,1
